Credit_amount,Age,Housing,Existing_credits,Job,Own_telephone,Foreign_worker,Class
7127.0,23.0,rent,2,skilled,yes,yes,0
1203.0,43.0,own,1,skilled,yes,yes,1
700.0,36.0,for free,2,skilled,none,yes,1
5507.0,44.0,for free,2,skilled,none,yes,1
3190.0,24.0,own,1,skilled,none,yes,0
7119.0,53.0,for free,2,skilled,none,yes,0
3488.0,23.0,own,1,skilled,none,yes,1
1113.0,26.0,own,1,unskilled resident,none,yes,1
7966.0,30.0,own,2,skilled,none,yes,1
1532.0,31.0,own,1,skilled,none,yes,1
1503.0,42.0,own,2,unskilled resident,none,yes,1
2302.0,31.0,rent,1,skilled,none,yes,0
662.0,41.0,own,1,unskilled resident,yes,yes,1
2273.0,32.0,own,2,skilled,none,yes,1
2631.0,28.0,rent,2,skilled,yes,yes,0
1503.0,41.0,rent,1,skilled,none,yes,1
1311.0,26.0,own,1,skilled,yes,yes,1
3105.0,25.0,own,2,skilled,none,yes,1
2319.0,33.0,rent,1,skilled,none,yes,0
1374.0,75.0,own,1,high qualif/self emp/mgmt,yes,yes,1
3612.0,37.0,own,1,skilled,yes,yes,1
7763.0,42.0,for free,1,high qualif/self emp/mgmt,none,yes,0
3049.0,45.0,own,1,unskilled resident,none,yes,1
1534.0,23.0,rent,1,skilled,none,yes,0
2032.0,60.0,for free,2,skilled,yes,yes,1
6350.0,31.0,own,1,skilled,none,yes,0
2864.0,34.0,own,1,unskilled resident,none,yes,0
1255.0,61.0,own,2,unskilled resident,none,yes,1
1333.0,43.0,for free,2,skilled,none,yes,0
2022.0,37.0,own,1,skilled,yes,yes,1
1552.0,32.0,own,1,skilled,none,yes,1
626.0,24.0,own,1,unskilled resident,none,yes,0
8858.0,35.0,for free,2,skilled,yes,yes,1
996.0,23.0,own,2,skilled,none,yes,1
1750.0,45.0,own,1,unskilled resident,none,yes,1
6999.0,34.0,own,2,skilled,yes,yes,0
1995.0,27.0,own,1,skilled,none,yes,1
1199.0,67.0,own,2,high qualif/self emp/mgmt,yes,yes,1
1331.0,22.0,own,1,skilled,none,yes,0
2278.0,28.0,own,2,skilled,none,yes,0
5003.0,29.0,own,2,skilled,yes,yes,0
3552.0,27.0,own,1,skilled,none,yes,0
1928.0,31.0,own,2,unskilled resident,none,yes,0
2964.0,49.0,for free,1,skilled,yes,yes,1
1546.0,24.0,rent,1,unskilled resident,none,yes,0
683.0,29.0,own,1,skilled,none,yes,1
12389.0,37.0,for free,1,skilled,yes,yes,0
4712.0,37.0,own,2,high qualif/self emp/mgmt,yes,yes,1
1553.0,23.0,rent,2,skilled,yes,yes,1
1372.0,36.0,own,1,skilled,none,yes,0
2578.0,34.0,own,1,skilled,none,yes,1
3979.0,41.0,own,2,skilled,yes,yes,1
6758.0,31.0,own,1,skilled,yes,yes,0
3234.0,23.0,rent,1,unskilled resident,yes,yes,0
5954.0,38.0,own,1,skilled,none,yes,1
5433.0,26.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
806.0,22.0,own,1,unskilled resident,none,yes,1
1082.0,27.0,own,2,unskilled resident,none,yes,1
2788.0,24.0,own,2,skilled,none,yes,1
2930.0,27.0,own,1,skilled,none,yes,1
1927.0,33.0,own,2,skilled,yes,yes,1
2820.0,27.0,own,2,skilled,none,yes,0
937.0,27.0,own,2,unskilled resident,none,yes,1
1056.0,30.0,own,2,skilled,none,yes,0
3124.0,49.0,own,2,unskilled resident,none,yes,1
1388.0,26.0,rent,1,skilled,none,yes,1
2384.0,33.0,rent,1,unskilled resident,none,yes,0
2133.0,52.0,for free,1,high qualif/self emp/mgmt,yes,yes,1
2039.0,20.0,rent,1,skilled,none,yes,0
2799.0,36.0,rent,2,skilled,none,yes,1
1289.0,21.0,own,1,unskilled resident,none,yes,1
1217.0,47.0,own,1,unskilled resident,yes,yes,0
2246.0,60.0,own,2,skilled,none,yes,0
385.0,58.0,own,4,unskilled resident,yes,yes,1
1965.0,42.0,rent,2,skilled,yes,yes,1
1572.0,36.0,own,1,unskilled resident,none,yes,1
2718.0,20.0,rent,1,unskilled resident,yes,yes,0
1358.0,40.0,own,1,high qualif/self emp/mgmt,yes,yes,0
931.0,32.0,own,1,unskilled resident,none,yes,0
1442.0,23.0,rent,2,skilled,none,yes,0
4241.0,36.0,own,3,unskilled resident,yes,yes,0
2775.0,31.0,own,2,skilled,none,yes,0
3863.0,32.0,for free,1,skilled,none,yes,1
2329.0,45.0,own,1,skilled,none,yes,1
918.0,30.0,own,1,skilled,none,yes,0
1837.0,34.0,for free,1,unskilled resident,none,yes,0
3349.0,28.0,own,1,high qualif/self emp/mgmt,yes,yes,0
1275.0,23.0,own,1,skilled,none,yes,1
2828.0,22.0,own,1,skilled,yes,yes,1
4526.0,74.0,own,1,high qualif/self emp/mgmt,yes,yes,1
2671.0,50.0,for free,1,skilled,none,yes,0
2051.0,33.0,own,1,skilled,none,yes,1
1300.0,45.0,for free,1,skilled,none,yes,1
741.0,22.0,own,1,skilled,none,yes,0
1240.0,48.0,for free,1,unskilled resident,none,yes,0
3357.0,29.0,own,1,skilled,none,yes,1
3632.0,22.0,rent,1,skilled,none,no,1
1808.0,22.0,own,1,skilled,none,yes,0
12204.0,48.0,own,1,high qualif/self emp/mgmt,yes,yes,1
9157.0,27.0,for free,1,high qualif/self emp/mgmt,none,yes,1
3676.0,37.0,rent,3,skilled,none,yes,1
3441.0,21.0,rent,1,skilled,none,yes,0
640.0,49.0,own,1,unskilled resident,none,yes,1
3652.0,27.0,own,2,skilled,none,yes,1
1530.0,32.0,own,2,skilled,none,yes,0
3914.0,38.0,own,1,skilled,none,yes,0
1858.0,22.0,rent,1,skilled,none,yes,1
2600.0,65.0,for free,2,skilled,none,yes,0
1979.0,35.0,own,1,skilled,none,yes,1
2116.0,41.0,own,1,skilled,yes,yes,1
1437.0,29.0,own,1,skilled,none,yes,0
4042.0,36.0,own,2,skilled,yes,yes,1
3832.0,64.0,own,1,unskilled resident,none,yes,1
3660.0,28.0,own,1,skilled,none,yes,1
1553.0,44.0,own,1,skilled,none,yes,0
1444.0,23.0,own,1,skilled,none,yes,1
1980.0,19.0,rent,2,skilled,none,yes,0
1355.0,25.0,own,1,unskilled resident,yes,yes,0
1393.0,47.0,own,3,skilled,yes,yes,1
1376.0,28.0,own,1,skilled,none,yes,1
15653.0,21.0,own,2,skilled,yes,yes,1
1493.0,34.0,own,1,skilled,none,yes,1
4370.0,26.0,own,2,skilled,yes,yes,0
750.0,27.0,own,1,unemp/unskilled non res,none,yes,0
1308.0,38.0,own,2,unskilled resident,none,yes,1
4623.0,40.0,own,1,high qualif/self emp/mgmt,yes,yes,0
1851.0,33.0,own,2,skilled,yes,yes,1
1880.0,32.0,own,2,high qualif/self emp/mgmt,yes,yes,1
7980.0,27.0,rent,2,skilled,yes,yes,0
4583.0,32.0,own,2,skilled,none,yes,1
1386.0,26.0,own,1,skilled,none,yes,0
947.0,38.0,for free,1,skilled,none,yes,0
684.0,40.0,rent,1,unskilled resident,none,yes,0
7476.0,50.0,for free,1,high qualif/self emp/mgmt,yes,yes,1
1922.0,37.0,own,1,unskilled resident,none,yes,0
2303.0,45.0,own,1,skilled,none,yes,0
8086.0,42.0,own,4,high qualif/self emp/mgmt,yes,yes,0
2346.0,35.0,own,2,skilled,yes,yes,1
3973.0,22.0,for free,1,skilled,none,yes,1
888.0,41.0,own,1,unskilled resident,none,yes,0
10222.0,37.0,own,1,skilled,yes,yes,1
4221.0,28.0,own,2,skilled,none,yes,1
6361.0,41.0,own,1,skilled,yes,yes,1
1297.0,23.0,rent,1,skilled,none,yes,1
900.0,23.0,own,1,skilled,none,yes,0
2241.0,50.0,own,2,skilled,none,yes,1
1050.0,35.0,own,2,high qualif/self emp/mgmt,yes,yes,1
1047.0,50.0,own,1,unskilled resident,none,yes,1
6314.0,27.0,own,2,high qualif/self emp/mgmt,yes,yes,1
3496.0,34.0,own,1,skilled,yes,yes,1
3609.0,27.0,own,1,skilled,none,yes,1
4843.0,43.0,rent,2,skilled,yes,yes,0
3017.0,47.0,own,1,skilled,none,yes,1
4139.0,27.0,own,2,unskilled resident,yes,yes,1
5742.0,31.0,own,2,skilled,yes,yes,1
10366.0,42.0,own,1,high qualif/self emp/mgmt,yes,yes,1
2080.0,24.0,own,1,skilled,none,yes,1
2580.0,41.0,own,1,unskilled resident,none,yes,0
4530.0,26.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
5150.0,33.0,own,1,skilled,yes,yes,1
5595.0,24.0,own,1,skilled,none,yes,0
2384.0,64.0,rent,1,unskilled resident,none,yes,1
1453.0,26.0,own,1,skilled,none,yes,1
1538.0,56.0,own,1,skilled,none,yes,1
2279.0,37.0,for free,1,skilled,yes,yes,1
1478.0,33.0,own,2,skilled,none,yes,1
5103.0,47.0,for free,3,skilled,yes,yes,1
9857.0,31.0,own,2,unskilled resident,yes,yes,1
6527.0,34.0,for free,1,skilled,yes,yes,1
1347.0,27.0,own,2,skilled,yes,yes,1
2862.0,30.0,for free,1,skilled,none,yes,1
2753.0,35.0,own,1,skilled,yes,yes,1
3651.0,31.0,own,1,skilled,none,yes,1
975.0,25.0,own,2,skilled,none,yes,1
2631.0,25.0,own,1,unskilled resident,none,yes,1
2896.0,29.0,own,1,skilled,none,yes,1
4716.0,44.0,own,2,unskilled resident,none,yes,1
2284.0,28.0,own,1,skilled,yes,yes,1
1236.0,50.0,rent,1,skilled,none,yes,1
1103.0,29.0,own,2,skilled,none,no,1
926.0,38.0,own,1,unemp/unskilled non res,none,yes,1
1800.0,24.0,own,2,skilled,none,yes,1
1905.0,40.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
1123.0,29.0,rent,1,unskilled resident,none,yes,0
6331.0,46.0,for free,2,skilled,yes,yes,0
1377.0,47.0,for free,1,skilled,yes,yes,1
2503.0,41.0,own,2,skilled,none,yes,1
2528.0,32.0,own,1,skilled,yes,yes,1
5324.0,35.0,for free,1,skilled,none,yes,1
6560.0,24.0,own,1,skilled,none,yes,0
2969.0,25.0,rent,2,skilled,none,yes,0
1206.0,25.0,own,1,skilled,none,yes,1
2118.0,37.0,own,1,unskilled resident,none,yes,1
629.0,32.0,own,2,high qualif/self emp/mgmt,yes,yes,1
1198.0,35.0,for free,1,skilled,none,yes,0
2476.0,46.0,own,1,high qualif/self emp/mgmt,yes,yes,1
1138.0,25.0,own,2,unskilled resident,none,yes,1
14027.0,27.0,own,1,high qualif/self emp/mgmt,yes,yes,0
7596.0,63.0,own,2,skilled,none,yes,1
3077.0,40.0,own,2,skilled,yes,yes,1
1505.0,32.0,for free,1,high qualif/self emp/mgmt,yes,yes,1
3148.0,31.0,own,2,skilled,yes,yes,1
6148.0,31.0,own,2,skilled,yes,yes,1
1337.0,34.0,own,2,high qualif/self emp/mgmt,yes,yes,0
433.0,24.0,rent,1,skilled,none,yes,0
1228.0,24.0,own,1,unskilled resident,none,yes,0
790.0,66.0,own,1,unskilled resident,none,yes,1
2570.0,21.0,rent,1,skilled,none,yes,0
250.0,41.0,own,2,unskilled resident,none,yes,1
1316.0,47.0,own,2,unskilled resident,none,yes,1
1882.0,25.0,rent,2,skilled,none,yes,0
6416.0,59.0,rent,1,skilled,none,yes,0
1275.0,36.0,own,2,skilled,yes,yes,1
6403.0,33.0,own,1,skilled,none,yes,1
1987.0,21.0,rent,1,unskilled resident,none,yes,0
760.0,44.0,own,1,unskilled resident,none,yes,1
2603.0,28.0,rent,1,skilled,yes,yes,1
3380.0,37.0,own,1,skilled,none,yes,1
3990.0,29.0,own,1,unemp/unskilled non res,none,yes,1
11560.0,23.0,rent,2,high qualif/self emp/mgmt,none,yes,0
4380.0,35.0,own,1,unskilled resident,yes,yes,1
6761.0,45.0,own,2,high qualif/self emp/mgmt,yes,yes,1
4280.0,26.0,rent,2,unskilled resident,none,yes,0
2325.0,32.0,own,1,skilled,none,yes,1
1048.0,23.0,own,1,unskilled resident,none,yes,1
3160.0,41.0,own,1,skilled,yes,yes,1
2483.0,22.0,own,1,skilled,yes,yes,1
14179.0,30.0,own,2,high qualif/self emp/mgmt,yes,yes,1
1797.0,28.0,own,2,unskilled resident,none,yes,1
2511.0,23.0,rent,1,skilled,none,yes,1
1274.0,37.0,own,1,unskilled resident,none,yes,0
5248.0,26.0,own,1,skilled,none,yes,1
3029.0,33.0,own,1,skilled,none,yes,1
428.0,49.0,own,1,skilled,yes,yes,1
976.0,23.0,own,1,unskilled resident,none,yes,0
841.0,23.0,rent,1,unskilled resident,none,yes,1
5771.0,25.0,own,2,skilled,none,yes,1
1555.0,55.0,for free,2,skilled,none,yes,0
1285.0,32.0,rent,1,skilled,none,yes,0
1299.0,74.0,own,3,unemp/unskilled non res,none,no,1
1271.0,39.0,for free,2,skilled,yes,yes,0
1393.0,31.0,own,1,skilled,yes,yes,1
691.0,35.0,own,2,skilled,none,yes,0
5045.0,59.0,own,1,skilled,yes,yes,1
2124.0,24.0,rent,2,skilled,none,yes,0
2214.0,24.0,own,1,unskilled resident,none,yes,1
12680.0,30.0,for free,1,high qualif/self emp/mgmt,yes,yes,0
2463.0,27.0,own,2,skilled,yes,yes,1
1155.0,40.0,own,2,unskilled resident,none,yes,1
3108.0,31.0,own,1,unskilled resident,none,yes,0
2901.0,31.0,rent,1,skilled,none,yes,1
3617.0,28.0,rent,3,skilled,yes,yes,1
1655.0,63.0,own,2,unskilled resident,yes,yes,1
2812.0,26.0,rent,1,skilled,none,yes,1
8065.0,25.0,own,2,high qualif/self emp/mgmt,yes,yes,0
3275.0,36.0,own,1,high qualif/self emp/mgmt,yes,yes,1
2223.0,52.0,own,2,skilled,none,yes,1
1480.0,66.0,for free,3,unemp/unskilled non res,none,yes,1
1371.0,25.0,rent,1,skilled,none,yes,0
3535.0,37.0,own,2,skilled,yes,yes,1
3509.0,25.0,own,1,skilled,none,yes,1
5711.0,38.0,own,2,high qualif/self emp/mgmt,yes,yes,1
3872.0,67.0,own,1,skilled,yes,yes,1
4933.0,25.0,own,2,skilled,none,yes,0
1940.0,60.0,own,1,skilled,yes,yes,1
1410.0,31.0,own,1,unskilled resident,yes,yes,1
836.0,23.0,own,1,unskilled resident,none,yes,0
6468.0,60.0,own,1,high qualif/self emp/mgmt,yes,yes,1
1941.0,35.0,own,1,unskilled resident,yes,yes,1
2675.0,40.0,own,1,skilled,none,yes,1
2751.0,38.0,own,2,skilled,yes,yes,1
6224.0,50.0,for free,1,skilled,none,yes,0
5998.0,27.0,own,1,skilled,yes,yes,0
1188.0,39.0,own,1,skilled,none,yes,0
6313.0,41.0,own,1,high qualif/self emp/mgmt,yes,yes,1
1221.0,27.0,own,2,skilled,none,yes,1
2892.0,51.0,for free,1,skilled,none,yes,1
3062.0,32.0,rent,1,skilled,yes,yes,1
2301.0,22.0,rent,1,skilled,none,yes,1
7511.0,51.0,for free,1,skilled,yes,yes,0
1258.0,22.0,rent,2,unskilled resident,none,yes,1
717.0,54.0,own,2,skilled,yes,yes,1
1549.0,35.0,own,1,unemp/unskilled non res,none,yes,1
1597.0,54.0,for free,2,skilled,none,yes,1
1795.0,48.0,rent,2,unskilled resident,yes,yes,1
4272.0,24.0,own,2,skilled,none,yes,1
976.0,35.0,own,2,skilled,none,yes,1
7472.0,24.0,rent,1,unemp/unskilled non res,none,yes,1
9271.0,24.0,own,1,skilled,yes,yes,0
590.0,26.0,own,1,unskilled resident,none,no,1
930.0,65.0,own,4,skilled,none,yes,1
9283.0,55.0,for free,1,high qualif/self emp/mgmt,yes,yes,1
1778.0,26.0,rent,2,unemp/unskilled non res,none,yes,0
907.0,26.0,own,1,skilled,yes,yes,1
484.0,28.0,own,1,unskilled resident,none,yes,1
9629.0,24.0,own,2,skilled,yes,yes,0
3051.0,54.0,own,1,skilled,none,yes,0
3931.0,46.0,for free,1,skilled,none,yes,0
7432.0,54.0,rent,1,skilled,none,yes,1
1338.0,62.0,own,1,skilled,none,yes,1
1554.0,24.0,rent,2,skilled,yes,yes,1
15857.0,43.0,own,1,high qualif/self emp/mgmt,none,yes,1
1345.0,26.0,own,1,skilled,none,yes,0
1101.0,27.0,own,2,skilled,yes,yes,1
3016.0,24.0,own,1,skilled,none,yes,1
2712.0,41.0,own,1,skilled,none,yes,0
731.0,47.0,own,2,unskilled resident,none,yes,1
3780.0,35.0,own,2,high qualif/self emp/mgmt,yes,yes,1
1602.0,30.0,own,2,skilled,yes,yes,1
3966.0,33.0,rent,3,skilled,yes,yes,0
4165.0,36.0,own,2,skilled,none,yes,0
8335.0,47.0,for free,1,skilled,none,yes,0
6681.0,38.0,for free,1,skilled,yes,yes,1
2375.0,44.0,own,2,skilled,yes,yes,1
1216.0,23.0,rent,1,skilled,yes,yes,0
11816.0,29.0,rent,2,skilled,none,yes,0
5084.0,42.0,own,1,skilled,yes,yes,1
2327.0,25.0,own,1,unskilled resident,none,yes,0
1082.0,48.0,own,2,skilled,none,yes,0
886.0,21.0,own,1,skilled,none,yes,1
601.0,23.0,rent,1,unskilled resident,none,yes,1
2957.0,63.0,own,2,skilled,yes,yes,1
2611.0,46.0,own,2,skilled,none,yes,1
5179.0,29.0,own,1,skilled,none,yes,0
2993.0,28.0,own,2,unskilled resident,none,yes,1
1943.0,23.0,own,1,skilled,none,yes,0
1559.0,50.0,own,1,skilled,yes,yes,1
3422.0,47.0,own,3,skilled,yes,yes,1
3976.0,35.0,own,1,skilled,yes,yes,1
6761.0,68.0,rent,2,skilled,none,yes,0
1249.0,28.0,own,1,skilled,none,yes,1
1364.0,59.0,own,1,skilled,none,yes,1
709.0,57.0,own,1,unskilled resident,none,yes,0
2235.0,33.0,rent,2,skilled,none,no,0
4042.0,43.0,own,2,skilled,yes,yes,1
1471.0,35.0,for free,2,skilled,yes,yes,1
1442.0,32.0,for free,2,unskilled resident,none,yes,0
10875.0,45.0,own,2,skilled,yes,yes,1
1474.0,33.0,own,1,skilled,yes,yes,1
894.0,40.0,own,1,skilled,yes,yes,1
3343.0,28.0,for free,1,skilled,yes,yes,1
3959.0,29.0,own,1,skilled,yes,yes,0
3577.0,26.0,rent,1,skilled,none,no,1
5804.0,27.0,own,2,skilled,none,yes,1
2169.0,28.0,own,1,skilled,yes,yes,0
2439.0,35.0,own,1,skilled,yes,yes,0
4526.0,32.0,own,2,unskilled resident,yes,yes,1
2210.0,25.0,rent,1,unskilled resident,none,yes,0
2221.0,20.0,rent,1,skilled,none,yes,1
2389.0,27.0,own,1,skilled,none,yes,1
3331.0,42.0,own,1,skilled,none,yes,1
7409.0,37.0,own,2,skilled,none,yes,1
652.0,24.0,rent,1,skilled,none,yes,1
7678.0,40.0,own,2,skilled,yes,yes,1
1343.0,46.0,own,2,skilled,none,no,1
1382.0,26.0,own,2,skilled,yes,yes,1
874.0,24.0,own,1,skilled,none,yes,1
3590.0,29.0,own,1,unskilled resident,none,yes,1
1322.0,40.0,own,2,skilled,none,yes,1
1940.0,36.0,for free,1,high qualif/self emp/mgmt,yes,yes,1
3595.0,28.0,own,1,skilled,none,yes,1
1422.0,27.0,for free,1,high qualif/self emp/mgmt,yes,yes,0
6742.0,36.0,own,2,skilled,none,yes,1
7814.0,38.0,own,1,high qualif/self emp/mgmt,yes,yes,1
9277.0,48.0,for free,1,skilled,yes,yes,1
2181.0,36.0,own,2,skilled,none,yes,1
1098.0,65.0,own,2,unemp/unskilled non res,none,yes,1
4057.0,43.0,own,1,skilled,yes,yes,0
795.0,53.0,own,1,skilled,none,yes,0
2825.0,34.0,own,2,skilled,yes,yes,1
15672.0,23.0,own,1,skilled,yes,yes,0
6614.0,34.0,own,2,high qualif/self emp/mgmt,yes,yes,1
7824.0,40.0,rent,2,skilled,yes,yes,1
2442.0,43.0,own,4,high qualif/self emp/mgmt,yes,yes,1
1829.0,46.0,own,2,skilled,yes,yes,1
2171.0,38.0,own,2,unskilled resident,none,no,1
5800.0,34.0,own,2,skilled,yes,yes,1
1169.0,29.0,own,2,skilled,yes,yes,1
8947.0,31.0,own,1,high qualif/self emp/mgmt,yes,yes,1
2606.0,28.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
1592.0,35.0,own,1,skilled,none,no,1
2186.0,33.0,rent,1,unskilled resident,none,yes,1
4153.0,42.0,own,1,skilled,none,yes,0
2625.0,43.0,rent,1,skilled,yes,yes,0
3485.0,44.0,own,2,skilled,yes,yes,1
10477.0,42.0,for free,2,skilled,none,yes,1
1386.0,40.0,rent,1,skilled,yes,yes,1
1278.0,36.0,own,1,high qualif/self emp/mgmt,yes,yes,1
1107.0,20.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
3763.0,24.0,own,1,unskilled resident,none,no,1
3711.0,27.0,own,1,skilled,none,yes,1
3594.0,46.0,own,2,unskilled resident,none,yes,1
3195.0,33.0,own,1,unskilled resident,none,yes,1
4454.0,34.0,own,2,skilled,none,yes,1
4736.0,25.0,own,1,unskilled resident,none,yes,0
2991.0,25.0,own,1,skilled,none,yes,1
2142.0,28.0,own,1,skilled,yes,yes,1
3161.0,31.0,rent,1,skilled,yes,yes,0
18424.0,32.0,own,1,high qualif/self emp/mgmt,yes,no,0
2848.0,32.0,own,1,skilled,none,yes,1
14896.0,68.0,own,1,high qualif/self emp/mgmt,yes,yes,0
2359.0,33.0,own,1,skilled,none,yes,0
3345.0,39.0,rent,1,high qualif/self emp/mgmt,yes,yes,0
1817.0,28.0,own,2,skilled,none,yes,1
12749.0,37.0,own,1,high qualif/self emp/mgmt,yes,yes,1
1366.0,22.0,rent,1,skilled,none,yes,0
2002.0,30.0,rent,1,skilled,yes,yes,1
6872.0,55.0,own,1,skilled,yes,yes,0
697.0,46.0,own,2,skilled,yes,yes,0
1049.0,21.0,rent,1,skilled,none,yes,1
10297.0,39.0,for free,3,skilled,yes,yes,0
1867.0,58.0,own,1,skilled,yes,yes,1
1344.0,43.0,own,2,unskilled resident,none,yes,1
1747.0,24.0,own,1,unskilled resident,none,no,1
1670.0,22.0,own,1,skilled,yes,yes,0
1224.0,30.0,own,2,skilled,none,yes,1
522.0,42.0,own,2,skilled,yes,yes,1
1498.0,23.0,own,1,skilled,none,yes,1
1919.0,30.0,own,2,high qualif/self emp/mgmt,none,yes,0
745.0,28.0,own,1,unskilled resident,none,yes,0
2063.0,30.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
6288.0,42.0,for free,1,skilled,none,yes,0
6842.0,46.0,own,2,high qualif/self emp/mgmt,yes,yes,1
3527.0,45.0,own,1,high qualif/self emp/mgmt,yes,yes,1
1546.0,31.0,own,1,unskilled resident,none,no,1
929.0,31.0,own,1,skilled,yes,yes,1
1455.0,42.0,own,3,unskilled resident,none,yes,1
1845.0,46.0,rent,1,skilled,none,yes,1
8358.0,30.0,own,2,skilled,none,yes,1
3349.0,30.0,for free,1,skilled,yes,yes,0
2859.0,38.0,own,1,high qualif/self emp/mgmt,yes,yes,1
1533.0,43.0,own,1,unskilled resident,none,yes,0
3621.0,31.0,own,2,skilled,none,yes,0
3590.0,40.0,own,3,unemp/unskilled non res,yes,yes,1
2145.0,24.0,own,2,skilled,yes,yes,0
4113.0,28.0,rent,1,skilled,none,yes,0
10974.0,26.0,own,2,high qualif/self emp/mgmt,yes,yes,0
1893.0,29.0,own,1,skilled,yes,yes,1
1231.0,57.0,rent,2,high qualif/self emp/mgmt,yes,yes,1
3656.0,49.0,own,2,unskilled resident,none,yes,1
1154.0,37.0,own,3,unskilled resident,none,yes,1
4006.0,45.0,own,1,unskilled resident,none,yes,0
3069.0,30.0,for free,1,skilled,none,yes,1
1740.0,30.0,rent,2,skilled,none,yes,1
2353.0,47.0,own,2,skilled,none,yes,1
3556.0,29.0,own,1,skilled,none,yes,1
2397.0,35.0,own,2,skilled,yes,yes,0
454.0,22.0,own,1,unskilled resident,none,yes,1
1715.0,26.0,own,1,skilled,none,yes,1
2520.0,23.0,own,2,unskilled resident,none,yes,0
3568.0,54.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
7166.0,29.0,rent,1,skilled,yes,yes,1
3939.0,40.0,own,2,unskilled resident,none,yes,1
1514.0,22.0,own,1,skilled,none,yes,1
7393.0,43.0,own,1,unskilled resident,none,yes,1
1193.0,29.0,rent,2,unemp/unskilled non res,none,yes,0
7297.0,36.0,rent,1,skilled,none,yes,0
2831.0,33.0,own,1,skilled,yes,yes,1
1258.0,57.0,own,1,unskilled resident,none,yes,1
753.0,64.0,own,1,skilled,none,yes,1
2427.0,42.0,own,2,skilled,none,yes,1
2538.0,47.0,own,2,unskilled resident,none,yes,0
1264.0,25.0,rent,1,skilled,none,yes,0
8386.0,49.0,own,1,skilled,none,yes,0
4844.0,33.0,rent,1,high qualif/self emp/mgmt,yes,yes,0
2923.0,28.0,own,1,high qualif/self emp/mgmt,yes,yes,1
8229.0,26.0,own,1,skilled,none,yes,0
2028.0,30.0,own,2,unskilled resident,none,yes,1
1433.0,25.0,rent,2,skilled,none,yes,1
6289.0,33.0,own,2,skilled,none,yes,1
1409.0,64.0,own,1,skilled,none,yes,1
6579.0,29.0,for free,1,high qualif/self emp/mgmt,yes,yes,1
1743.0,48.0,own,2,unskilled resident,none,yes,1
3565.0,37.0,own,2,unskilled resident,none,yes,1
1569.0,34.0,own,1,unskilled resident,none,yes,1
1936.0,23.0,rent,2,unskilled resident,none,yes,1
3959.0,30.0,own,1,high qualif/self emp/mgmt,yes,yes,1
2390.0,50.0,own,1,skilled,yes,yes,1
1736.0,31.0,own,1,unskilled resident,none,yes,1
3857.0,40.0,own,1,high qualif/self emp/mgmt,yes,yes,1
804.0,38.0,own,1,skilled,none,yes,1
1845.0,23.0,for free,1,skilled,yes,yes,0
4576.0,27.0,own,1,skilled,none,yes,1
